0.1  0.1  0
0.3  0.1  1.64965e+33
0.5  0.1  2.02061e+33
0.7  0.1  1.64965e+33
0.9  0.1  0

0.1  0.3  1.64965e+33
0.3  0.3  2.5052e+33
0.5  0.3  2.68759e+33
0.7  0.3  2.5052e+33
0.9  0.3  1.64965e+33

0.1  0.5  2.02061e+33
0.3  0.5  2.68759e+33
0.5  0.5  2.84648e+33
0.7  0.5  2.68759e+33
0.9  0.5  2.02061e+33

0.1  0.7  1.64965e+33
0.3  0.7  2.5052e+33
0.5  0.7  2.68759e+33
0.7  0.7  2.5052e+33
0.9  0.7  1.64965e+33

0.1  0.9  0
0.3  0.9  1.64965e+33
0.5  0.9  2.02061e+33
0.7  0.9  1.64965e+33
0.9  0.9  0

