#  x               y               error(y)
   3.600000e+03    3.362986e+11    0.000000e+00
   3.601000e+03    3.354641e+11    0.000000e+00
   3.602000e+03    3.346439e+11    0.000000e+00
   3.603000e+03    3.334072e+11    0.000000e+00
   3.604000e+03    3.317097e+11    0.000000e+00
   3.605000e+03    3.296760e+11    0.000000e+00
   3.606000e+03    3.273678e+11    0.000000e+00
   3.607000e+03    3.249127e+11    0.000000e+00
   3.608000e+03    3.223395e+11    0.000000e+00
   3.609000e+03    3.197267e+11    0.000000e+00
   3.610000e+03    3.170582e+11    0.000000e+00
   3.611000e+03    3.140260e+11    0.000000e+00
   3.612000e+03    3.107370e+11    0.000000e+00
   3.613000e+03    3.073099e+11    0.000000e+00
   3.614000e+03    3.039225e+11    0.000000e+00
   3.615000e+03    3.007193e+11    0.000000e+00
   3.616000e+03    2.980016e+11    0.000000e+00
   3.617000e+03    2.957335e+11    0.000000e+00
   3.618000e+03    2.938693e+11    0.000000e+00
   3.619000e+03    2.923391e+11    0.000000e+00
   3.620000e+03    2.910370e+11    0.000000e+00
   3.621000e+03    2.900214e+11    0.000000e+00
   3.622000e+03    2.894218e+11    0.000000e+00
   3.623000e+03    2.889099e+11    0.000000e+00
   3.624000e+03    2.884429e+11    0.000000e+00
   3.625000e+03    2.881178e+11    0.000000e+00
   3.626000e+03    2.878860e+11    0.000000e+00
   3.627000e+03    2.877534e+11    0.000000e+00
   3.628000e+03    2.877004e+11    0.000000e+00
   3.629000e+03    2.878313e+11    0.000000e+00
   3.630000e+03    2.879991e+11    0.000000e+00
   3.631000e+03    2.880606e+11    0.000000e+00
   3.632000e+03    2.882550e+11    0.000000e+00
   3.633000e+03    2.889260e+11    0.000000e+00
   3.634000e+03    2.900720e+11    0.000000e+00
   3.635000e+03    2.915078e+11    0.000000e+00
   3.636000e+03    2.930405e+11    0.000000e+00
   3.637000e+03    2.943933e+11    0.000000e+00
   3.638000e+03    2.956654e+11    0.000000e+00
   3.639000e+03    2.972422e+11    0.000000e+00
   3.640000e+03    2.987895e+11    0.000000e+00
   3.641000e+03    3.001502e+11    0.000000e+00
   3.642000e+03    3.015855e+11    0.000000e+00
   3.643000e+03    3.030738e+11    0.000000e+00
   3.644000e+03    3.045386e+11    0.000000e+00
   3.645000e+03    3.059214e+11    3.662893e+10
   3.646000e+03    3.070030e+11    3.608793e+10
   3.647000e+03    3.077606e+11    3.603715e+10
   3.648000e+03    3.080828e+11    3.668093e+10
   3.649000e+03    3.080263e+11    3.790903e+10
   3.650000e+03    3.080924e+11    3.871305e+10
   3.651000e+03    3.083009e+11    3.898456e+10
   3.652000e+03    3.086540e+11    3.871449e+10
   3.653000e+03    3.091856e+11    3.854502e+10
   3.654000e+03    3.099160e+11    3.869963e+10
   3.655000e+03    3.103070e+11    3.923483e+10
   3.656000e+03    3.101548e+11    4.070550e+10
   3.657000e+03    3.097249e+11    4.300134e+10
   3.658000e+03    3.092943e+11    4.561076e+10
   3.659000e+03    3.095483e+11    4.724215e+10
   3.660000e+03    3.105678e+11    4.780742e+10
   3.661000e+03    3.117493e+11    4.858540e+10
   3.662000e+03    3.128973e+11    5.005093e+10
   3.663000e+03    3.139403e+11    5.243722e+10
   3.664000e+03    3.152139e+11    5.516334e+10
   3.665000e+03    3.168142e+11    5.810946e+10
   3.666000e+03    3.188020e+11    6.119077e+10
   3.667000e+03    3.213861e+11    6.401070e+10
   3.668000e+03    3.244296e+11    6.552843e+10
   3.669000e+03    3.281151e+11    6.522735e+10
   3.670000e+03    3.337448e+11    6.606039e+10
   3.671000e+03    3.408426e+11    6.463473e+10
   3.672000e+03    3.486470e+11    6.240219e+10
   3.673000e+03    3.567201e+11    6.020305e+10
   3.674000e+03    3.641094e+11    5.989989e+10
   3.675000e+03    3.711163e+11    6.077089e+10
   3.676000e+03    3.786005e+11    6.090953e+10
   3.677000e+03    3.866915e+11    6.073306e+10
   3.678000e+03    3.952198e+11    5.926652e+10
   3.679000e+03    4.039739e+11    5.679744e+10
   3.680000e+03    4.127236e+11    5.395173e+10
   3.681000e+03    4.213572e+11    5.078906e+10
   3.682000e+03    4.295736e+11    4.772102e+10
   3.683000e+03    4.370170e+11    4.525788e+10
   3.684000e+03    4.435816e+11    4.344246e+10
   3.685000e+03    4.492828e+11    4.208821e+10
   3.686000e+03    4.539197e+11    4.144829e+10
   3.687000e+03    4.574029e+11    4.093635e+10
   3.688000e+03    4.601028e+11    4.020998e+10
   3.689000e+03    4.620461e+11    4.018744e+10
   3.690000e+03    4.634798e+11    3.967613e+10
   3.691000e+03    4.643470e+11    3.857940e+10
   3.692000e+03    4.637901e+11    3.866545e+10
   3.693000e+03    4.615521e+11    4.048947e+10
   3.694000e+03    4.580302e+11    4.319304e+10
   3.695000e+03    4.538792e+11    4.542964e+10
   3.696000e+03    4.492455e+11    4.696899e+10
   3.697000e+03    4.442036e+11    4.776243e+10
   3.698000e+03    4.384448e+11    4.855942e+10
   3.699000e+03    4.317080e+11    5.002304e+10
   3.700000e+03    4.243610e+11    5.156830e+10
   3.701000e+03    4.167063e+11    5.275050e+10
   3.702000e+03    4.089105e+11    5.338299e+10
   3.703000e+03    4.008183e+11    5.391673e+10
   3.704000e+03    3.924324e+11    5.447901e+10
   3.705000e+03    3.838903e+11    5.490847e+10
   3.706000e+03    3.754045e+11    5.486394e+10
   3.707000e+03    3.675894e+11    5.491978e+10
   3.708000e+03    3.609638e+11    5.544912e+10
   3.709000e+03    3.539535e+11    5.360949e+10
   3.710000e+03    3.464033e+11    5.302465e+10
   3.711000e+03    3.384365e+11    5.361214e+10
   3.712000e+03    3.300969e+11    5.535694e+10
   3.713000e+03    3.225718e+11    5.590372e+10
   3.714000e+03    3.160051e+11    5.497851e+10
   3.715000e+03    3.099502e+11    5.351802e+10
   3.716000e+03    3.043753e+11    5.162468e+10
   3.717000e+03    2.990317e+11    4.983376e+10
